campaign_name,budget,roi,type,target_audience,channel,conversion_rate,revenue,duracion_dias,theme,roi_categoria,conversion_categoria,revenue_categoria,budget_categoria,roi_recalculated,start_month,temporada_inicio,net_profit,conversions,costo_por_conversion,costo_clicks,ingresos_por_click,revenue_per_dollar,efficiency_index
Automated background intranet,97730.37,0.48,webinar,B2C,organic,0.34,901131.26,1,Tecnología/IT,Bajo,Baja,Mucha,Muy Alto,8.220585781062734,6,Verano,803400.89,306384.62840000005,0.31897935124998583,37270.413150581044,24.178193473713918,9.220585781062734,0.1632
Diverse modular productivity,6626.65,0.28,email,B2C,referral,0.78,650555.67,1,Arquitectura/Infraestructura,Bajo,Alta,Media,Medio,97.17263172191078,1,Invierno,643929.02,507433.42260000005,0.01305915161450384,5221.9787980238725,124.58029707937278,98.17263172191078,0.21840000000000004
Down-sized attitude-oriented conglomeration,59892.4,0.4,email,B2C,referral,0.37,912250.59,1,Usuario/Cliente,Bajo,Baja,Mucha,Muy Alto,14.231491641677406,8,Verano,852358.19,337532.7183,0.17744176120659055,23717.31135417485,38.46349092345245,15.231491641677406,0.148
Universal 24hour process improvement,37166.31,0.28,webinar,B2B,referral,0.9,572808.65,1,Procesos/Metodología,Bajo,Alta,Media,Alto,14.41203982854365,12,Invierno,535642.3400000001,515527.78500000003,0.07209370878041034,35770.63282735145,16.01337758727072,15.412039828543648,0.25200000000000006
Fundamental optimal secured line,56570.94,0.91,podcast,B2C,referral,0.96,83447.66,1,Seguridad,Medio,Alta,Poca,Muy Alto,0.475097638469504,7,Verano,26876.72,80109.7536,0.7061679440741658,168617.45273680656,0.49489337340573336,1.475097638469504,0.8736
Reverse-engineered responsive migration,91764.9,0.34,webinar,B2C,organic,0.61,889379.44,1,Usuario/Cliente,Bajo,Media,Mucha,Muy Alto,8.691934933727383,2,Invierno,797614.5399999999,542521.4584,0.16914519892103866,62416.649749050666,14.249073661848168,9.691934933727383,0.2074
Organized hybrid intranet,91247.27,0.7,social media,B2B,referral,0.0,579220.33,1,Red/Conectividad,Medio,Baja,Media,Muy Alto,5.347809967355735,6,Verano,487973.05999999994,0.0,0.1880669593523614,0.0,19.67016197085956,6.347809967355735,0.0
Streamlined intermediate core,59201.77,0.12,social media,B2B,promotion,0.65,784578.57,1,Procesos/Metodología,Bajo,Media,Mucha,Muy Alto,12.252620149701604,8,Verano,725376.7999999999,509976.0705,0.11608734884747891,41621.79715596747,18.850184845694777,13.252620149701604,0.078
Re-contextualized regional pricing structure,93497.4,0.44,email,B2B,promotion,0.37,58328.0,1,Arquitectura/Infraestructura,Bajo,Baja,Poca,Muy Alto,-0.37615377539910194,3,Primavera,-35169.399999999994,21581.36,4.332321966734256,-57373.76948324397,-1.0166318254029783,0.623846224600898,0.1628
Stand-alone client-driven challenge,18364.99,0.24,webinar,B2B,paid,0.85,433475.14,1,Usuario/Cliente,Bajo,Alta,Media,Alto,22.60334201107651,12,Invierno,415110.15,368453.869,0.04984339029969584,16300.858024421494,26.592167071854718,23.60334201107651,0.204
Reactive client-driven paradigm,63250.91,0.72,email,B2C,paid,0.76,32045.66,1,Usuario/Cliente,Medio,Alta,Poca,Muy Alto,-0.493356538269568,4,Primavera,-31205.250000000004,24354.7016,2.5970718524426513,-49365.31638036728,-0.6491533398283789,0.506643461730432,0.5472
Object-based composite info-mediaries,52277.41,0.79,webinar,B2C,promotion,0.84,838402.57,1,Arquitectura/Infraestructura,Medio,Alta,Mucha,Muy Alto,15.037568999688391,5,Primavera,786125.1599999999,704258.1588,0.07423046413700987,46833.245374607664,17.901867856771894,16.037568999688393,0.6636
User-centric discrete algorithm,41022.86,0.64,email,B2B,promotion,0.53,553643.5,1,Usuario/Cliente,Medio,Media,Media,Alto,12.495975170916898,9,Otoño,512620.64,293431.055,0.1398040844722451,23482.04529750753,23.57731164323943,13.495975170916898,0.3392
Cloned discrete customer loyalty,69490.13,0.56,email,B2C,paid,0.5,690561.8,1,Usuario/Cliente,Medio,Media,Mucha,Muy Alto,8.937552282604738,3,Primavera,621071.67,345280.9,0.20125680279447836,38632.60197895841,17.875104565209476,9.937552282604738,0.28
Function-based motivating algorithm,16205.28,0.11,email,B2B,referral,0.86,632469.27,1,Tecnología/IT,Bajo,Alta,Media,Alto,38.02859253280412,11,Otoño,616263.99,543923.5722,0.029793303376161345,14303.016124796157,44.219293642795485,39.028592532804126,0.0946
Devolved local Graphic Interface,71575.57,0.58,email,B2C,promotion,0.81,295020.93,1,Red/Conectividad,Medio,Alta,Poca,Muy Alto,3.1218104165988474,1,Invierno,223445.36,238966.95330000002,0.2995207873372506,76547.55459505128,3.8540869340726505,4.121810416598848,0.4698
Synergized 24hour strategy,78034.3,0.9,podcast,B2B,paid,0.36,718941.54,1,Gestión/Management,Medio,Baja,Mucha,Muy Alto,8.213147808079267,9,Otoño,640907.24,258818.95440000002,0.301501488486038,31512.7598392178,22.81429946688685,9.213147808079269,0.324
Function-based exuding strategy,87156.45,0.4,social media,B2C,referral,0.99,95274.7,1,Gestión/Management,Bajo,Alta,Poca,Muy Alto,0.09314571669681361,4,Primavera,8118.25,94321.953,0.9240314394253478,1012627.9161822867,0.09408658252203395,1.0931457166968137,0.396
Synergistic intermediate middleware,28984.24,0.1,webinar,B2C,paid,0.93,224410.83,1,Procesos/Metodología,Bajo,Alta,Poca,Alto,6.742512137630657,7,Verano,195426.59,208702.0719,0.13887854459771656,30953.16221015194,7.250013051215759,7.742512137630657,0.09300000000000001
Grass-roots 24/7 orchestration,39758.97,0.5,social media,B2C,promotion,0.56,81674.81,1,Procesos/Metodología,Bajo,Media,Poca,Alto,1.0542486387348564,1,Invierno,41915.84,45737.8936,0.869278553746078,43384.35158416466,1.882586854883672,2.0542486387348564,0.28
Adaptive needs-based initiative,46618.3,0.72,email,B2C,organic,0.23,854112.83,1,Arquitectura/Infraestructura,Medio,Baja,Mucha,Alto,17.32140661499883,6,Verano,807494.5299999999,196445.9509,0.23730853085249315,11341.22391249074,75.31046354347318,18.32140661499883,0.1656
Automated 5thgeneration attitude,96380.65,0.99,email,B2B,referral,0.18,35031.43,1,Tecnología/IT,Medio,Baja,Poca,Muy Alto,-0.6365304653994344,2,Invierno,-61349.219999999994,6305.6574,15.284790131477806,-9906.293167041245,-3.5362803633301905,0.3634695346005656,0.1782
Mandatory secondary access,44406.38,0.17,email,B2B,promotion,0.21,438753.14,1,Seguridad,Bajo,Baja,Media,Alto,8.880407725196244,8,Verano,394346.76,92138.1594,0.48195427702455274,10375.442462915054,42.28765583426783,9.880407725196246,0.0357
Digitized analyzing paradigm,31010.8,0.5,email,B2B,referral,0.32,759445.2,1,Tecnología/IT,Bajo,Baja,Mucha,Alto,23.489700362454368,9,Otoño,728434.3999999999,243022.46399999998,0.12760466456302574,10345.91588015503,73.4053136326699,24.48970036245437,0.16
Object-based intangible artificial intelligence,19288.56,0.5,webinar,B2B,promotion,0.44,138967.65,1,Datos/Análisis,Bajo,Media,Poca,Alto,6.204666911371299,3,Primavera,119679.09,61145.765999999996,0.3154520952440109,9854.802340466995,14.101515707662044,7.204666911371299,0.22
Proactive mission-critical structure,54317.78,0.9,social media,B2C,paid,0.35,190911.53,1,Arquitectura/Infraestructura,Medio,Baja,Poca,Muy Alto,2.514715255299462,11,Otoño,136593.75,66819.0355,0.8129087705852923,26571.21332492292,7.184900729427033,3.514715255299462,0.315
Object-based grid-enabled model,41357.61,0.56,social media,B2B,paid,0.65,869961.43,1,Red/Conectividad,Medio,Media,Mucha,Alto,20.035099223576992,3,Primavera,828603.8200000001,565474.9295000001,0.07313783130327088,28224.21407499485,30.82322957473383,21.035099223576992,0.36400000000000005
Seamless executive standardization,16261.19,0.49,webinar,B2C,referral,0.52,546988.28,1,Gestión/Management,Bajo,Media,Media,Alto,32.637653824843085,11,Otoño,530727.0900000001,284433.9056,0.05717036429147848,8714.900498867813,62.764718893929015,33.63765382484308,0.2548
De-engineered homogeneous array,27126.77,0.3,webinar,B2C,promotion,0.79,725838.96,1,Procesos/Metodología,Bajo,Alta,Mucha,Alto,25.757293994087757,10,Otoño,698712.19,573412.7784,0.04730757845280694,22262.151394149525,32.60416961276931,26.757293994087757,0.237
Inverse heuristic projection,97754.27,0.87,social media,B2C,organic,0.56,368164.25,1,Datos/Análisis,Medio,Media,Media,Muy Alto,2.766221669907616,3,Primavera,270409.98,206171.98,0.4741394538675915,74531.98065897792,4.939681553406456,3.7662216699076163,0.4872
Diverse asymmetric orchestration,86507.56,0.39,email,B2C,paid,0.4,468536.15,1,Procesos/Metodología,Bajo,Baja,Media,Muy Alto,4.416129526714197,2,Invierno,382028.59,187414.46000000002,0.4615842342154388,42438.62388235812,11.040323816785493,5.416129526714197,0.15600000000000003
Reactive zero tolerance core,75067.13,0.95,podcast,B2C,promotion,0.44,967358.1,1,Arquitectura/Infraestructura,Medio,Media,Mucha,Muy Alto,11.88657365747165,5,Primavera,892290.97,425637.564,0.17636396866513407,35808.26369863557,27.01494013061739,12.88657365747165,0.418
Reverse-engineered 24/7 help-desk,46839.92,0.65,social media,B2B,paid,0.28,168009.32,1,Procesos/Metodología,Medio,Baja,Poca,Alto,2.5868831543691795,1,Invierno,121169.40000000001,47042.6096,0.9956913614758309,18185.05390185337,9.238868408461355,3.5868831543691795,0.18200000000000002
Optimized 24hour budgetary management,73305.28,0.61,podcast,B2C,paid,0.48,776332.85,1,Gestión/Management,Medio,Media,Mucha,Muy Alto,9.590408358033692,12,Invierno,703027.57,372639.768,0.19671888589196418,38855.46413546063,19.98001741257019,10.590408358033692,0.2928
Inverse heuristic encryption,90612.4,0.15,email,B2B,organic,0.69,123571.95,1,Seguridad,Bajo,Media,Poca,Muy Alto,0.36374215890981815,7,Verano,32959.55,85264.64549999998,1.062719483188375,234409.5767055132,0.527162549144664,1.3637421589098182,0.1035
Realigned empowering initiative,18541.27,0.58,email,B2B,paid,0.71,783948.9,1,Procesos/Metodología,Medio,Alta,Mucha,Alto,41.28129464702256,3,Primavera,765407.63,556603.719,0.03331143750406741,13483.194356166961,58.142668516933185,42.28129464702256,0.41179999999999994
Reduced mobile matrices,73723.4,0.74,webinar,B2C,promotion,0.21,62558.41,1,Procesos/Metodología,Medio,Baja,Poca,Muy Alto,-0.15144431754368343,8,Verano,-11164.98999999999,13137.2661,5.611776410618644,-86746.51061906377,-0.721163416874683,0.8485556824563165,0.15539999999999998
Virtual motivating portal,60705.69,0.24,webinar,B2B,referral,0.19,575160.34,1,Red/Conectividad,Bajo,Baja,Media,Muy Alto,8.474570505664294,10,Otoño,514454.64999999997,109280.46459999999,0.5555035863198554,12895.103595746632,44.603002661391024,9.474570505664294,0.0456
Customizable executive task-force,14777.5,0.0,email,B2C,promotion,0.38,865674.86,1,Gestión/Management,Pérdida,Baja,Mucha,Alto,57.58060294366435,8,Verano,850897.36,328956.4468,0.04492236022048376,5712.973292791741,151.52790248332727,58.58060294366435,0.0
Optional 3rdgeneration open architecture,81086.35,0.27,podcast,B2C,organic,0.32,596689.85,1,Arquitectura/Infraestructura,Bajo,Baja,Media,Muy Alto,6.358696624031048,7,Verano,515603.5,190940.752,0.424667595317735,30028.284613923686,19.870926950097022,7.358696624031047,0.0864
Networked 6thgeneration neural-net,39534.14,0.94,social media,B2B,promotion,0.49,460143.5,1,Red/Conectividad,Medio,Media,Media,Alto,10.639142776344698,11,Otoño,420609.36,225470.315,0.1753407760130197,21192.52647885463,21.71253627825449,11.639142776344698,0.46059999999999995
Open-architected empowering database,63786.13,0.21,podcast,B2C,organic,0.43,91479.12,1,Arquitectura/Infraestructura,Bajo,Media,Poca,Muy Alto,0.4341537886057674,5,Primavera,27692.989999999998,39336.0216,1.6215704437176737,90603.88883469817,1.0096599735017846,1.4341537886057674,0.09029999999999999
Multi-channeled human-resource infrastructure,63889.54,0.77,webinar,B2C,paid,0.95,984610.31,1,Usuario/Cliente,Medio,Alta,Mucha,Muy Alto,14.411134749131078,5,Primavera,920720.77,935379.7945,0.06830331419993059,64906.741265215,15.169615525401136,15.41113474913108,0.7314999999999999
Distributed intangible software,14378.29,0.25,social media,B2B,organic,0.59,689799.85,1,Tecnología/IT,Bajo,Media,Mucha,Alto,46.97509648226597,11,Otoño,675421.5599999999,406981.9115,0.035329064004359326,8663.780214983566,79.61880759706096,47.97509648226597,0.1475
Switchable clear-thinking challenge,57635.88,0.6,webinar,B2B,organic,0.16,192521.65,1,Procesos/Metodología,Medio,Baja,Poca,Muy Alto,2.340309022782336,8,Verano,134885.77,30803.464,1.8710843689527905,13162.135299285612,14.626931392389599,3.3403090227823364,0.096
Customizable 4thgeneration Internet solution,78080.7,0.86,social media,B2B,promotion,0.6,373181.87,1,Productos/Servicios,Medio,Media,Media,Muy Alto,3.7794380685623974,11,Otoño,295101.17,223909.122,0.34871602953273156,59244.02462431918,6.299063447603996,4.779438068562397,0.516
Reduced zero tolerance policy,95263.32,0.4,podcast,B2B,promotion,0.33,352655.66,1,Gestión/Management,Bajo,Baja,Poca,Muy Alto,2.7019039437214656,1,Invierno,257392.33999999997,116376.36779999999,0.8185795948170159,43071.985616079706,8.187587708246864,3.7019039437214656,0.132
Profound real-time archive,54198.81,0.73,webinar,B2C,referral,0.4,784870.79,1,Procesos/Metodología,Medio,Baja,Mucha,Muy Alto,13.481328833603543,2,Invierno,730671.98,313948.31600000005,0.17263609083986928,23287.63876877277,33.70332208400885,14.481328833603543,0.292
Inverse static support,65189.68,0.21,podcast,B2C,referral,0.5,816329.8,1,Datos/Análisis,Bajo,Media,Mucha,Muy Alto,11.522377775132506,11,Otoño,751140.12,408164.9,0.15971407634512422,35423.66931250058,23.044755550265013,12.522377775132506,0.105
Total attitude-oriented support,85772.21,0.98,podcast,B2B,organic,0.86,755740.83,1,Productos/Servicios,Medio,Alta,Mucha,Muy Alto,7.81102200817724,1,Invierno,669968.62,649937.1137999999,0.13197001398875957,83207.69204331913,9.082583730438651,8.81102200817724,0.8428
Persistent tangible methodology,85190.24,0.64,webinar,B2C,promotion,0.48,900744.98,1,Procesos/Metodología,Medio,Media,Mucha,Muy Alto,9.573335396167447,2,Invierno,815554.74,432357.5904,0.19703653154599504,45162.69121554943,19.944448742015517,10.573335396167447,0.3072
Robust bi-directional hub,87931.71,0.56,email,B2C,referral,0.77,288613.62,1,Seguridad,Medio,Alta,Poca,Muy Alto,2.282247325794073,11,Otoño,200681.90999999997,222232.4874,0.3956744174929304,97374.41025270021,2.963957565966328,3.2822473257940734,0.4312
Virtual content-based standardization,34658.91,0.27,social media,B2B,organic,0.59,596524.13,1,Tecnología/IT,Bajo,Media,Media,Alto,16.21127785034209,8,Verano,561865.22,351949.2367,0.09847701425630057,21710.14771007538,27.47674211922388,17.21127785034209,0.1593
Programmable modular architecture,57845.8,0.9,podcast,B2C,paid,0.7,267847.44,1,Arquitectura/Infraestructura,Medio,Media,Poca,Muy Alto,3.63036970704874,1,Invierno,210001.64,187493.20799999998,0.30852210923821843,51645.761487036,5.186242438641058,4.6303697070487395,0.63
Open-source zero administration extranet,65653.98,0.47,social media,B2C,paid,0.96,320630.54,1,Gestión/Management,Bajo,Alta,Poca,Muy Alto,3.8836420884156606,6,Verano,254976.56,307805.3184,0.21329709421940904,79256.87058499506,4.045460508766313,4.883642088415661,0.45119999999999993
Total asymmetric emulation,69996.24,0.77,social media,B2C,paid,0.86,936284.24,1,Procesos/Metodología,Medio,Alta,Mucha,Muy Alto,12.376207636295891,3,Primavera,866288.0,805204.4464,0.0869297733177545,65060.67691031336,14.390939111971965,13.376207636295891,0.6622
Streamlined attitude-oriented adapter,2554.18,0.46,social media,B2B,referral,0.33,575092.19,1,Procesos/Metodología,Bajo,Baja,Media,Medio,224.15726769452425,7,Verano,572538.0099999999,189780.4227,0.013458606339166932,846.6396144631271,679.2644475591643,225.15726769452425,0.15180000000000002
Operative demand-driven open system,11294.95,0.49,email,B2C,paid,0.95,390218.59,1,Tecnología/IT,Bajo,Alta,Media,Alto,33.54805820300223,10,Otoño,378923.64,370707.6605,0.030468617737129285,11050.048210147233,35.31374547684445,34.54805820300223,0.46549999999999997
Organic impactful approach,15971.25,0.94,email,B2B,organic,0.85,296134.8,1,Procesos/Metodología,Medio,Alta,Poca,Alto,17.541742193003053,7,Verano,280163.55,251714.58,0.06344984068860851,14349.462968416126,20.63734375647418,18.541742193003053,0.7989999999999999
Cloned leadingedge moderator,36838.48,0.3,email,B2B,referral,0.72,788871.83,1,Procesos/Metodología,Bajo,Alta,Mucha,Alto,20.414342557021893,11,Otoño,752033.35,567987.7176,0.06485788135641193,27822.973775103525,28.353253551419296,21.414342557021893,0.216
Versatile well-modulated ability,24501.77,0.93,podcast,B2B,referral,0.87,788670.6,1,Arquitectura/Infraestructura,Medio,Alta,Mucha,Alto,31.188311293429003,5,Primavera,764168.83,686143.422,0.035709400125969584,22000.018389728015,35.848633670608045,32.188311293429,0.8091
Self-enabling zero tolerance synergy,49505.24,0.48,webinar,B2B,promotion,0.87,703788.18,1,Procesos/Metodología,Bajo,Alta,Mucha,Alto,13.216438098270004,6,Verano,654282.9400000001,612295.7166,0.08085184765769109,46328.34596184791,15.19130815893104,14.216438098270004,0.41759999999999997
Polarized systematic parallelism,5479.95,0.0,social media,B2B,organic,0.62,775127.75,1,Procesos/Metodología,Pérdida,Media,Mucha,Medio,140.44796029160852,1,Invierno,769647.8,480579.205,0.011402802998935419,3421.75994583464,226.5289682122718,141.4479602916085,0.0
Sharable object-oriented algorithm,13686.9,0.26,podcast,B2B,referral,0.68,298349.71,1,Tecnología/IT,Bajo,Media,Poca,Alto,20.79819462405658,1,Invierno,284662.81,202877.80280000003,0.0674637629701301,9754.587187357984,30.58558032949497,21.79819462405658,0.1768
Progressive systematic architecture,7306.71,0.69,webinar,B2B,paid,0.97,541005.28,1,Procesos/Metodología,Medio,Alta,Media,Medio,73.04225431144798,8,Verano,533698.5700000001,524775.1216,0.01392350684941464,7184.541695035711,75.30129310458555,74.04225431144798,0.6692999999999999
Decentralized bi-directional forecast,96168.8,0.74,email,B2C,promotion,0.26,138002.71,1,Datos/Análisis,Medio,Baja,Poca,Muy Alto,0.43500501202053043,2,Invierno,41833.90999999999,35880.7046,2.680237221428478,82483.42802612715,1.6730962000789633,1.4350050120205304,0.19240000000000002
Multi-lateral coherent hardware,80398.7,0.68,social media,B2B,paid,0.77,556040.51,1,Tecnología/IT,Medio,Alta,Media,Muy Alto,5.916038567787788,3,Primavera,475641.81,428151.1927,0.18778109548870117,72371.26462143748,7.683166971152971,6.916038567787788,0.5236000000000001
Digitized fresh-thinking toolset,7171.11,0.23,podcast,B2C,referral,0.58,244491.62,1,Tecnología/IT,Bajo,Media,Poca,Medio,33.0939715051087,7,Verano,237320.51,141805.1396,0.05057016988402584,4284.923602418332,57.05857156053224,34.09397150510869,0.1334
Persistent fresh-thinking parallelism,40458.71,0.47,email,B2B,organic,0.6,748950.16,1,Innovación/Generacional,Bajo,Media,Mucha,Alto,17.511469100225888,9,Otoño,708491.4500000001,449370.096,0.09003427321964032,25661.47325664432,29.185781833709814,18.511469100225884,0.282
Up-sized discrete superstructure,85035.31,0.35,webinar,B2C,referral,0.69,583929.45,1,Procesos/Metodología,Bajo,Media,Media,Muy Alto,5.866905641903346,4,Primavera,498894.13999999996,402911.3204999999,0.21105217370034163,68675.26854740536,8.502761799859924,6.866905641903346,0.24149999999999996
Implemented next generation productivity,28881.52,0.83,email,B2B,referral,0.74,887826.15,1,Innovación/Generacional,Medio,Alta,Mucha,Alto,29.74028479110518,8,Verano,858944.63,656991.351,0.04396027429590926,22090.95694996489,40.189574042034025,30.74028479110518,0.6142
Persistent radical approach,99891.35,0.8,email,B2C,promotion,0.91,8272.5,1,Procesos/Metodología,Medio,Alta,Poca,Muy Alto,-0.9171850215258879,10,Otoño,-91618.85,7527.975,13.269351983767216,-8207.695092399108,-1.0078956280504263,0.08281497847411212,0.7280000000000001
Robust dynamic circuit,35936.7,0.37,webinar,B2B,referral,0.13,575711.5,1,Seguridad,Bajo,Baja,Media,Alto,15.020154883447843,10,Otoño,539774.8,74842.495,0.48016437720308497,4982.804477101376,115.53965294959879,16.02015488344784,0.048100000000000004
Assimilated cohesive contingency,52088.32,0.6,podcast,B2B,referral,0.46,85934.39,1,Procesos/Metodología,Medio,Media,Poca,Muy Alto,0.6497823312404777,3,Primavera,33846.07,39529.8194,1.317696887833492,60835.479051169255,1.412570285305386,1.6497823312404778,0.276
Distributed heuristic extranet,19258.46,0.61,podcast,B2C,promotion,0.22,828613.75,1,Red/Conectividad,Medio,Baja,Mucha,Alto,42.02596105815315,8,Verano,809355.29,182295.025,0.10564446287000975,4337.676531602702,191.02709571887797,43.02596105815314,0.13419999999999999
Public-key optimizing open architecture,35095.84,0.7,social media,B2C,paid,0.26,153946.14,1,Usuario/Cliente,Medio,Baja,Poca,Alto,3.386449790060589,4,Primavera,118850.30000000002,40025.9964,0.8768261419221033,11819.456623121489,13.02480688484842,4.386449790060589,0.182
Self-enabling secondary methodology,89591.74,0.22,podcast,B2C,promotion,0.16,707937.27,1,Procesos/Metodología,Bajo,Baja,Mucha,Muy Alto,6.901814051161413,9,Otoño,618345.53,113269.9632,0.7909576154960736,16411.621982330766,43.13633781975883,7.901814051161413,0.0352
Multi-channeled intermediate project,30866.33,0.4,webinar,B2C,paid,0.51,487045.64,1,Red/Conectividad,Bajo,Media,Media,Alto,14.779188520306754,7,Verano,456179.31,248393.2764,0.12426395129268483,16806.963119707496,28.97880102020932,15.779188520306754,0.20400000000000001
Re-engineered 24/7 benchmark,60761.56,0.6,podcast,B2C,paid,0.46,560912.6,1,Procesos/Metodología,Medio,Media,Media,Muy Alto,8.231372598070227,10,Otoño,500151.04,258019.796,0.2354918535010391,31345.901661709555,17.894288256674404,9.231372598070227,0.276
Automated 6thgeneration solution,82351.52,0.99,podcast,B2C,organic,0.27,470489.22,1,Productos/Servicios,Medio,Baja,Media,Muy Alto,4.713181978911864,4,Primavera,388137.69999999995,127032.0894,0.6482733645409127,26952.511056941617,17.45622955152542,5.713181978911864,0.26730000000000004
Persevering asymmetric orchestration,68860.82,0.33,webinar,B2C,organic,0.82,360686.83,1,Procesos/Metodología,Bajo,Alta,Media,Muy Alto,4.237910759703413,10,Otoño,291826.01,295763.2006,0.23282416426487648,69789.86046905309,5.168183853296846,5.237910759703413,0.2706
Enhanced web-enabled knowledge user,71941.12,0.99,webinar,B2C,referral,0.67,793615.75,1,Usuario/Cliente,Medio,Media,Mucha,Muy Alto,10.03146225691232,4,Primavera,721674.63,531722.5525,0.13529822961571675,53005.48802180949,14.972331726734806,11.03146225691232,0.6633
Multi-tiered fresh-thinking monitoring,92487.68,0.5,social media,B2C,organic,0.48,539681.9,1,Arquitectura/Infraestructura,Bajo,Media,Media,Muy Alto,4.835176101292627,1,Invierno,447194.22000000003,259047.312,0.3570300702444656,53575.56923950438,10.07328354435964,5.835176101292627,0.24
Cloned background ability,6690.98,0.95,podcast,B2C,referral,0.6,419310.48,1,Procesos/Metodología,Medio,Media,Media,Medio,61.668021724769766,5,Primavera,412619.5,251586.28799999997,0.026595169606381728,4079.687996525224,102.78003620794962,62.668021724769766,0.57
Up-sized bifurcated budgetary management,65932.3,0.46,email,B2B,paid,0.64,868615.57,1,Gestión/Management,Bajo,Media,Mucha,Muy Alto,12.174355664825887,6,Verano,802683.2699999999,555913.9648,0.11860162574566792,45662.701181479766,19.02243072629045,13.174355664825889,0.2944
Virtual methodical projection,2939.44,0.23,podcast,B2B,referral,0.34,517886.3,1,Procesos/Metodología,Bajo,Baja,Media,Medio,175.18536183762893,8,Verano,514946.86,176081.342,0.016693648325329095,1005.1144693424872,515.2510642283204,176.18536183762893,0.0782
Configurable 6thgeneration approach,89898.65,0.51,social media,B2C,paid,0.94,940644.5,1,Procesos/Metodología,Medio,Alta,Mucha,Muy Alto,9.46338849359807,7,Verano,850745.85,884205.83,0.10167163227141354,93434.37930273711,10.06743456765752,10.46338849359807,0.4794
Networked zero administration hardware,79330.1,0.6,webinar,B2C,promotion,0.6,993317.73,1,Red/Conectividad,Medio,Media,Mucha,Muy Alto,11.521322045478323,6,Verano,913987.63,595990.6379999999,0.13310628547155134,51729.36192977119,19.20220340913054,12.521322045478323,0.36
Integrated dedicated solution,49871.16,0.59,webinar,B2B,promotion,0.13,753551.91,1,Productos/Servicios,Medio,Baja,Mucha,Alto,14.109973579920739,4,Primavera,703680.75,97961.7483,0.5090880967872641,6942.730809886484,108.5382583070826,15.109973579920739,0.0767
Managed coherent Local Area Network,86898.8,0.2,email,B2B,paid,0.63,627464.79,1,Gestión/Management,Bajo,Media,Media,Muy Alto,6.220638144600385,8,Verano,540565.99,395302.8177,0.21982843559174559,63546.988027768384,9.874028800952992,7.220638144600386,0.126
Assimilated bifurcated policy,88219.78,0.56,podcast,B2C,organic,0.9,385119.98,1,Gestión/Management,Medio,Alta,Media,Muy Alto,3.3654606710649237,7,Verano,296900.19999999995,346607.982,0.2545232209914889,102989.75857302881,3.7394007456276928,4.365460671064924,0.5040000000000001
Intuitive secondary initiative,40691.9,0.87,email,B2C,organic,0.5,924409.28,1,Usuario/Cliente,Medio,Media,Mucha,Alto,21.71727985176411,7,Verano,883717.38,462204.64,0.08803870943398578,21282.80535844616,43.43455970352822,22.71727985176411,0.435
Reverse-engineered bandwidth-monitored encoding,72683.1,0.37,social media,B2B,paid,0.71,778626.74,1,Red/Conectividad,Bajo,Alta,Mucha,Muy Alto,9.712624255156975,4,Primavera,705943.64,552824.9854,0.13147578694803327,56918.189242878856,13.679752472052078,10.712624255156975,0.2627
Adaptive 24/7 open architecture,11646.16,0.8,email,B2B,organic,0.81,13324.2,1,Arquitectura/Infraestructura,Medio,Alta,Poca,Alto,0.14408526072113048,4,Primavera,1678.0400000000009,10792.602,1.0790873229643787,74904.27505203686,0.1778830379273216,1.1440852607211305,0.6480000000000001
Grass-roots holistic migration,89917.95,0.67,email,B2B,promotion,0.24,736828.76,1,Procesos/Metodología,Medio,Baja,Mucha,Muy Alto,7.194456835370469,8,Verano,646910.81,176838.9024,0.5084738074013289,24579.882324207996,29.97690348071029,8.194456835370469,0.1608
Face-to-face background methodology,78099.81,0.94,webinar,B2C,organic,0.35,535075.58,1,Procesos/Metodología,Medio,Baja,Media,Muy Alto,5.851176462529166,11,Otoño,456975.76999999996,187276.45299999998,0.41702952372768404,32006.632204534453,16.71764703579762,6.851176462529166,0.32899999999999996
Visionary neutral attitude,35717.61,0.19,podcast,B2C,organic,0.1,146092.95,1,Innovación/Generacional,Bajo,Baja,Poca,Alto,3.09022188214721,7,Verano,110375.34000000001,14609.295000000002,2.444855141880563,4727.587712843739,30.902218821472097,4.09022188214721,0.019000000000000003
Grass-roots tertiary adapter,74243.84,0.9,webinar,B2B,promotion,0.95,562833.1,1,Procesos/Metodología,Medio,Alta,Media,Muy Alto,6.580872702705033,2,Invierno,488589.26,534691.445,0.13885361491055837,81249.32196002179,6.927234423900035,7.580872702705032,0.855
Function-based dynamic focus group,25475.7,0.1,webinar,B2C,paid,0.43,869402.93,1,Arquitectura/Infraestructura,Bajo,Media,Mucha,Alto,33.126753337494165,12,Invierno,843927.2300000001,373843.2599,0.06814540405734355,11285.236922897284,77.03896124998644,34.126753337494165,0.043000000000000003
Multi-tiered stable installation,28552.53,0.1,webinar,B2C,paid,0.2,472180.81,1,Arquitectura/Infraestructura,Bajo,Baja,Media,Alto,15.53726692520768,3,Primavera,443628.28,94436.16200000001,0.30234742068403836,6078.042068440407,77.68633462603839,16.53726692520768,0.020000000000000004
Proactive explicit migration,38420.97,0.96,social media,B2C,organic,0.58,833349.14,1,Procesos/Metodología,Medio,Media,Mucha,Alto,20.689955771548714,7,Verano,794928.17,483342.5012,0.07949015429971876,23361.214810553465,35.672337537152956,21.689955771548714,0.5568
